model,var,at,b,se,N,r2
exp_mw_is_not_mw,cumsum_from0,0,.87483674,.029363174,158791,.94778556
exp_mw_is_not_mw,ln_mw,0,0,0,158791,.94778556
exp_mw_is_not_mw,ln_mw,0,.87483674,.029363174,158791,.94778556
